dt,coord_lon,coord_lat,weather_0description,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,wind_speed,wind_deg,clouds_all,city,cod
2025-08-01 03:53:44,-83.0458,42.3314,clear sky,18.91,18.92,17.81,19.44,1023,79,4.12,10,0,Detroit,200
2025-08-01 03:48:20,-83.0458,42.3314,clear sky,19.14,19.12,17.81,20.03,1023,77,6.17,40,0,Detroit,200
2025-08-01 04:01:17,-83.0458,42.3314,clear sky,19.12,19.15,17.49,20.03,1023,79,6.17,40,0,Detroit,200
2025-08-01 04:01:17,-83.0458,42.3314,clear sky,19.12,19.15,17.49,20.03,1023,79,6.17,40,0,Detroit,200
2025-08-01 04:01:17,-83.0458,42.3314,clear sky,19.12,19.15,17.49,20.03,1023,79,6.17,40,0,Detroit,200
2025-08-01 04:01:17,-83.0458,42.3314,clear sky,19.12,19.15,17.49,20.03,1023,79,6.17,40,0,Detroit,200
2025-08-01 04:01:17,-83.0458,42.3314,clear sky,19.12,19.15,17.49,20.03,1023,79,6.17,40,0,Detroit,200
2025-08-01 04:07:02,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:07:02,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:07:02,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:12:21,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:12:21,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:12:21,-83.0458,42.3314,clear sky,18.76,18.78,17.25,19.44,1023,80,3.6,10,0,Detroit,200
2025-08-01 04:19:27,-83.0458,42.3314,clear sky,18.47,18.44,17.25,18.97,1023,79,3.6,10,0,Detroit,200
2025-08-01 04:19:27,-83.0458,42.3314,clear sky,18.47,18.44,17.25,18.97,1023,79,3.6,10,0,Detroit,200
2025-08-01 04:19:27,-83.0458,42.3314,clear sky,18.47,18.44,17.25,18.97,1023,79,3.6,10,0,Detroit,200
2025-08-01 04:22:30,-83.0458,42.3314,clear sky,18.39,18.35,17.25,18.97,1023,79,3.6,10,0,Detroit,200
2025-08-01 04:19:27,-83.0458,42.3314,clear sky,18.47,18.44,17.25,18.97,1023,79,3.6,10,0,Detroit,200
2025-08-01 04:33:24,-83.0458,42.3314,clear sky,18.37,18.33,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:33:24,-83.0458,42.3314,clear sky,18.37,18.33,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:33:24,-83.0458,42.3314,clear sky,18.37,18.33,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:33:24,-83.0458,42.3314,clear sky,18.37,18.33,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:33:24,-83.0458,42.3314,clear sky,18.37,18.33,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:42:47,-83.0458,42.3314,clear sky,18.26,18.2,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:42:47,-83.0458,42.3314,clear sky,18.26,18.2,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:42:47,-83.0458,42.3314,clear sky,18.26,18.2,17.25,18.97,1024,79,3.6,10,0,Detroit,200
2025-08-01 04:47:57,-83.0458,42.3314,clear sky,18.17,18.13,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:47:57,-83.0458,42.3314,clear sky,18.17,18.13,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:47:57,-83.0458,42.3314,clear sky,18.17,18.13,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 04:53:33,-83.0458,42.3314,clear sky,18.16,18.12,17.26,18.97,1024,80,3.6,10,0,Detroit,200
2025-08-01 05:06:58,-83.0458,42.3314,clear sky,17.96,17.93,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:06:58,-83.0458,42.3314,clear sky,17.96,17.93,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:06:58,-83.0458,42.3314,clear sky,17.96,17.93,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:08:33,-83.0458,42.3314,clear sky,17.96,17.93,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:08:33,-83.0458,42.3314,clear sky,17.96,17.93,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:17:22,-83.0458,42.3314,clear sky,17.97,17.91,16.7,18.33,1024,80,3.09,360,0,Detroit,200
2025-08-01 05:17:22,-83.0458,42.3314,clear sky,17.97,17.91,16.7,18.33,1024,80,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:22:36,-83.0458,42.3314,clear sky,17.95,17.92,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:27:52,-83.0458,42.3314,clear sky,17.84,17.79,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:27:52,-83.0458,42.3314,clear sky,17.84,17.79,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:27:52,-83.0458,42.3314,clear sky,17.84,17.79,16.7,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:35:55,-83.0458,42.3314,clear sky,17.66,17.6,16.63,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:35:55,-83.0458,42.3314,clear sky,17.66,17.6,16.63,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:35:55,-83.0458,42.3314,clear sky,17.66,17.6,16.63,18.33,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:38:30,-83.0458,42.3314,clear sky,17.63,17.56,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:38:30,-83.0458,42.3314,clear sky,17.63,17.56,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:50:45,-83.0458,42.3314,clear sky,17.62,17.55,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:50:45,-83.0458,42.3314,clear sky,17.62,17.55,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:50:45,-83.0458,42.3314,clear sky,17.62,17.55,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:55:53,-83.0458,42.3314,clear sky,17.55,17.48,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:55:53,-83.0458,42.3314,clear sky,17.55,17.48,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:55:53,-83.0458,42.3314,clear sky,17.55,17.48,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:55:53,-83.0458,42.3314,clear sky,17.55,17.48,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 05:55:53,-83.0458,42.3314,clear sky,17.55,17.48,16.63,18.04,1024,81,3.09,360,0,Detroit,200
2025-08-01 06:05:01,-83.0458,42.3314,clear sky,17.4,17.34,16.14,18.03,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:05:01,-83.0458,42.3314,clear sky,17.4,17.34,16.14,18.03,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:05:01,-83.0458,42.3314,clear sky,17.4,17.34,16.14,18.03,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:05:01,-83.0458,42.3314,clear sky,17.4,17.34,16.14,18.03,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:10:57,-83.0458,42.3314,clear sky,17.34,17.3,16.14,17.97,1024,83,3.6,360,0,Detroit,200
2025-08-01 06:10:57,-83.0458,42.3314,clear sky,17.34,17.3,16.14,17.97,1024,83,3.6,360,0,Detroit,200
2025-08-01 06:10:57,-83.0458,42.3314,clear sky,17.34,17.3,16.14,17.97,1024,83,3.6,360,0,Detroit,200
2025-08-01 06:10:57,-83.0458,42.3314,clear sky,17.34,17.3,16.14,17.97,1024,83,3.6,360,0,Detroit,200
2025-08-01 06:10:57,-83.0458,42.3314,clear sky,17.34,17.3,16.14,17.97,1024,83,3.6,360,0,Detroit,200
2025-08-01 06:25:00,-83.0458,42.3314,clear sky,17.2,17.12,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:25:00,-83.0458,42.3314,clear sky,17.2,17.12,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:25:00,-83.0458,42.3314,clear sky,17.2,17.12,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:28:19,-83.0458,42.3314,clear sky,17.08,16.98,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:28:19,-83.0458,42.3314,clear sky,17.08,16.98,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:28:19,-83.0458,42.3314,clear sky,17.08,16.98,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:28:19,-83.0458,42.3314,clear sky,17.08,16.98,16.14,17.97,1024,82,3.6,360,0,Detroit,200
2025-08-01 06:28:19,-83.0458,42.3314,clear sky,17.08,16.98,16.14,17.97,1024,82,3.6,360,0,Detroit,200
